Timestamp,Filename,Prediction,Confidence
2025-06-17 19:41:55,resume-krishnathakur.pdf,Frontend Developer,28.89%
2025-06-17 23:39:11,resume-krishnathakur.pdf,Frontend Developer,28.89%
2025-06-17 23:41:01,resume-krishnathakur.pdf,Frontend Developer,28.89%
2025-06-17 23:41:16,resume-krishnathakur.pdf,Frontend Developer,28.89%
2025-06-17 23:45:11,resume-krishnathakur.pdf,Frontend Developer,28.89%
2025-06-17 23:56:47,resume-krishnathakur.pdf,Frontend Developer,28.89%
2025-06-18 01:36:32,resume-krishnathakur.pdf,Frontend Developer,28.89%
